"slug","legal_name","brand_name","primary_category","website","verification_status","reason"
"afrosay-fintech","AFROSAY FINTECH LIMITED","GETCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"brickbridge-company","BRICKBRIDGE COMPANY LTD","GETKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"giant-strides-insurance-brokers","Giant Strides Insurance Brokers Ltd","Giant Strides Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"glanvill-enthoven-insurance-brokers-and-pension-cons","Glanvill Enthoven Insurance Brokers & Pension Cons","Glanvill Enthoven Insurance Brokers & Pension Cons","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"glanvill-enthoven-reinsurance-brokers","Glanvill Enthoven Reinsurance Brokers Ltd","Glanvill Enthoven Reinsurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-accelerex","Global Accelerex Limited","Global Accelerex","payment-terminal-service-provider","","officially-verified","official-website-and-logo-source-required"
"global-allianz-insurance-brokers-nig","Global Allianz Insurance Brokers (Nig) Ltd","Global Allianz Insurance Brokers (Nig)","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-hreitage-insurance-brokes","Global Hreitage Insurance Brokes Ltd","Global Hreitage Insurance Brokes","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-spread-investment-and-commercial-services","GLOBAL SPREAD INVESTMENT & COMMERCIAL SERVICES LIMITED","GLOBAL MONEY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"global-risk-associate-insurance-brokers-l-t-d","Global Risk Associate Insurance Brokers L.t.d","Global Risk Associate Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-risk-network-insurance-brokers-l-t-d","Global Risk Network Insurance Brokers L.t.d","Global Risk Network Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-risk-perspective","Global Risk Perspective Limited","Global Risk Perspective","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-trend-insurance-brokers-l-t-d","Global Trend Insurance Brokers L.t.d","Global Trend Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"global-wire-ng","GLOBAL WIRE NG LIMITED","GLOBAL WIRE NG","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"globe-trade-insurance-brokers-l-t-d","Globe Trade Insurance brokers L.t.d","Globe Trade Insurance brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gmt-technologies","GMT TECHNOLOGIES LTD","GMT TECH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"gn-bishop-insurance-brokers","GN Bishop Insurance Brokers Ltd","GN Bishop Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"fineset","FINESET LIMITED","GO LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"prosperity-archipelago","PROSPERITY ARCHIPELAGO LTD","GOCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"godson-and-nelson-insurance-brokers","Godson & Nelson Insurance Brokers Ltd","Godson & Nelson Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"jejely-ultimate","JEJELY ULTIMATE LIMITED","GOGO CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"golan-height-insurance-brokers-l-t-d","Golan Height Insurance Brokers L.t.d","Golan Height Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gold-link-insurance","Gold Link Insurance Plc","Gold Link Insurance","insurer","","officially-verified","official-website-and-logo-source-required"
"goldcrest-insurance-brokers","Goldcrest Insurance Brokers Ltd","Goldcrest Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"atimi-lending","ATIMI LENDING LIMITED","GOLOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"gombot-insurance-brokers","Gombot Insurance Brokers Ltd","Gombot Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"goshen-insurance-brokers-l-t-d","Goshen Insurance Brokers L.t.d","Goshen Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gpay-instant-solution","Gpay Instant Solution Limited","Gpay Instant Solution","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"grace-insurance-brokers-l-t-d","Grace Insurance Brokers L.t.d","Grace Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gracemoni","GRACEMONI LIMITED","GRACEMONI","digital-lender","","officially-verified","official-website-and-logo-source-required"
"youcare-team-services","YOUCARE TEAM SERVICES LIMITED","GRAND NAIRA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"grand-union-insurance-brokers-l-t-d","Grand Union Insurance Brokers L.t.d","Grand Union Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"great-hope-insurance-brokers","Great Hope Insurance Brokers Ltd","Great Hope Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"greater-heights-insurance-brokers","Greater Heights Insurance Brokers Ltd","Greater Heights Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"green-pacific-insurance-brokers","Green Pacific Insurance Brokers Ltd","Green Pacific Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"greensprings-insurance-brokers","Greensprings Insurance Brokers Ltd","Greensprings Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"grit-tech","GRIT-TECH LIMITED","GRIT-TECH LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"grow-insurance-brokers","Grow Insurance Brokers Ltd","Grow Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"the-platform-digital-network","THE PLATFORM DIGITAL NETWORK LIMITED","GROWLY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"grs-insurance-brokers-l-t-d","GRS Insurance Brokers L.t.d","GRS Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gt-insurance-brokers-l-t-d","GT Insurance Brokers L.t.d","GT Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gtp-client-services","GTP Client Services Limited","GTP Client Services","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"gulf-insurance-brokers","Gulf Insurance Brokers Ltd","Gulf Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gwills-payments-service","Gwills Payments Service Limited","Gwills Payments Service","super-agent","","officially-verified","official-website-and-logo-source-required"
"habaripay","Habaripay Limited","Habaripay","switching-processing","","officially-verified","official-website-and-logo-source-required"
"hadi-africa","HADI AFRICA LIMITED","HADI FINANCE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"haggai-insurance-brokers","Haggai Insurance Brokers Ltd","Haggai Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"hakash-and-company-l-t-d","Hakash & Company L.t.d","Hakash & Company L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"glosh-tech","GLOSH TECH LIMITED","HALOWALLET","digital-lender","","officially-verified","official-website-and-logo-source-required"
"halton-insurance-brokers","Halton Insurance Brokers Ltd","Halton Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"hamilton-king-insurance-brokers","Hamilton King Insurance Brokers Ltd","Hamilton King Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"hannet-insurance-brokers-l-t-d","Hannet Insurance Brokers L.t.d","Hannet Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"hansworth-wa-insurance-brokers","Hansworth (WA) Insurance Brokers Ltd","Hansworth (WA) Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"castillo-credit","CASTILLO CREDIT LIMITED","HAPPYLOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"vinekross-technologies","VineKross Technologies Ltd","Hashgreed","fintech","","officially-verified","official-website-and-logo-source-required"
"haven-insurance-brokers","HAVEN INSURANCE BROKERS LIMITED","HAVEN INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"optima-nexus-finance","OPTIMA NEXUS FINANCE LIMITED","HAWKLEAP-CREDIT LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"uni-technology","UNI TECHNOLOGY NIGERIA LIMITED","HCWALLET","digital-lender","","officially-verified","official-website-and-logo-source-required"
"hea-dew-solutions","Hea-Dew Solutions Nigeria Limited","Hea-Dew Solutions","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"heat-finance-and-investments","HEAT FINANCE AND INVESTMENTS LIMITED","HEATMONEY.COM.NG","digital-lender","","officially-verified","official-website-and-logo-source-required"
"hedonmark-management-services","Hedonmark Management Services Limited","Hedonmark Management Services","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"heirs-insurance-brokers","Heirs Insurance Brokers Ltd","Heirs Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"hellopay-africa-integrated-service","Hellopay Africa Integrated Service Ltd","Hellopay Africa Integrated Service","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"helmsman-insurance-brokers-l-t-d","Helmsman Insurance Brokers L.t.d","Helmsman Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"helppo-africa","HELPPO AFRICA LIMITED","HELPPO","digital-lender","","officially-verified","official-website-and-logo-source-required"
"herald-and-hedge-insurance-brokers","Herald & Hedge Insurance Brokers Ltd","Herald & Hedge Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"herald-insurance-brokers","Herald Insurance Brokers Ltd","Herald Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
